Date,Open,High,Low,Close,Adj Close,Volume
2020-10-01,3208.000000,3224.000000,3172.000000,3221.260010,3221.260010,4971900
2020-10-02,3153.629883,3195.800049,3123.000000,3125.000000,3125.000000,5613100
2020-10-05,3145.840088,3202.530029,3140.850098,3199.199951,3199.199951,3775300
2020-10-06,3165.000000,3182.000000,3090.000000,3099.959961,3099.959961,5086900
2020-10-07,3135.000000,3200.000000,3132.389893,3195.689941,3195.689941,4309400
2020-10-08,3224.989990,3233.290039,3174.989990,3190.550049,3190.550049,3174100
2020-10-09,3210.000000,3288.989990,3197.830078,3286.649902,3286.649902,4907900
2020-10-12,3349.939941,3496.239990,3339.550049,3442.929932,3442.929932,8364200
2020-10-13,3467.989990,3492.379883,3424.219971,3443.629883,3443.629883,5744700
2020-10-14,3447.000000,3464.879883,3340.000000,3363.709961,3363.709961,5812700
2020-10-15,3292.010010,3355.879883,3280.000000,3338.649902,3338.649902,5223400
2020-10-16,3363.229980,3399.659912,3160.000000,3272.709961,3272.709961,6474400
2020-10-19,3299.610107,3329.000000,3192.739990,3207.209961,3207.209961,5223600
2020-10-20,3222.280029,3266.000000,3192.010010,3217.010010,3217.010010,4509700
2020-10-21,3212.500000,3233.879883,3160.000000,3184.939941,3184.939941,4592700
2020-10-22,3189.870117,3198.750000,3121.939941,3176.399902,3176.399902,4212000
2020-10-23,3191.000000,3205.330078,3140.000000,3204.399902,3204.399902,3466700
2020-10-26,3198.739990,3282.979980,3153.300049,3207.040039,3207.040039,5901200
2020-10-27,3224.939941,3291.659912,3211.300049,3286.330078,3286.330078,4291000
2020-10-28,3249.300049,3264.020020,3162.469971,3162.780029,3162.780029,5588300
2020-10-29,3201.270020,3257.250000,3164.000000,3211.010010,3211.010010,6596500
