Date,Open,High,Low,Close,Adj Close,Volume
2021-07-01,3434.610107,3457.000000,3409.419922,3432.969971,3432.969971,2037100
2021-07-02,3451.639893,3511.719971,3436.919922,3510.979980,3510.979980,3169400
2021-07-06,3530.110107,3685.479980,3529.000000,3675.739990,3675.739990,6744800
2021-07-07,3717.379883,3734.199951,3678.909912,3696.580078,3696.580078,5328100
2021-07-08,3643.560059,3759.989990,3621.120117,3731.409912,3731.409912,5180600
2021-07-09,3722.520020,3748.000000,3693.399902,3719.340088,3719.340088,3748200
2021-07-12,3744.000000,3757.290039,3696.790039,3718.550049,3718.550049,2571600
2021-07-13,3702.100098,3773.080078,3671.320068,3677.360107,3677.360107,3845900
2021-07-14,3708.850098,3717.659912,3660.830078,3681.679932,3681.679932,3296600
2021-07-15,3694.199951,3695.399902,3620.919922,3631.199951,3631.199951,3185300
2021-07-16,3633.310059,3646.060059,3570.459961,3573.629883,3573.629883,4043700
2021-07-19,3532.580078,3550.209961,3499.159912,3549.590088,3549.590088,3784600
2021-07-20,3567.320068,3592.000000,3518.000000,3573.189941,3573.189941,3255700
2021-07-21,3576.379883,3586.449951,3543.639893,3585.199951,3585.199951,2319000
2021-07-22,3587.229980,3640.020020,3582.270020,3638.030029,3638.030029,3265400
2021-07-23,3640.000000,3666.110107,3622.040039,3656.639893,3656.639893,2436300
2021-07-26,3673.169922,3712.080078,3647.250000,3699.820068,3699.820068,2900100
2021-07-27,3698.500000,3698.500000,3586.149902,3626.389893,3626.389893,4131900
2021-07-28,3633.780029,3658.419922,3601.000000,3630.320068,3630.320068,2999400
2021-07-29,3627.750000,3637.949951,3580.010010,3599.919922,3599.919922,5520000
2021-07-30,3347.949951,3368.139893,3306.979980,3327.590088,3327.590088,9957100
