Date,Open,High,Low,Close,Adj Close,Volume
2021-06-01,3243.500000,3250.979980,3209.060059,3218.649902,3218.649902,2430000
2021-06-02,3223.100098,3235.000000,3208.000000,3233.989990,3233.989990,2014500
2021-06-03,3204.229980,3214.439941,3184.030029,3187.010010,3187.010010,2398300
2021-06-04,3212.000000,3221.000000,3198.810059,3206.219971,3206.219971,2249700
2021-06-07,3197.330078,3208.000000,3172.199951,3198.010010,3198.010010,2215800
2021-06-08,3222.610107,3279.530029,3218.010010,3264.110107,3264.110107,3416700
2021-06-09,3272.870117,3297.580078,3270.699951,3281.149902,3281.149902,2455500
2021-06-10,3282.010010,3351.000000,3281.149902,3349.649902,3349.649902,3476500
2021-06-11,3349.649902,3366.580078,3333.449951,3346.830078,3346.830078,2817400
2021-06-14,3346.830078,3385.000000,3335.500000,3383.870117,3383.870117,2569700
2021-06-15,3384.000000,3396.989990,3363.110107,3383.129883,3383.129883,2426200
2021-06-16,3392.000000,3426.350098,3360.530029,3415.250000,3415.250000,4202800
2021-06-17,3403.179932,3497.199951,3401.000000,3489.239990,3489.239990,5136500
2021-06-18,3479.989990,3507.000000,3473.709961,3486.899902,3486.899902,5247700
2021-06-21,3476.419922,3482.000000,3434.000000,3453.959961,3453.959961,3277100
2021-06-22,3458.060059,3523.780029,3456.090088,3505.439941,3505.439941,3345100
2021-06-23,3505.000000,3521.000000,3483.199951,3503.820068,3503.820068,2813300
2021-06-24,3507.639893,3524.860107,3430.850098,3449.080078,3449.080078,3832000
2021-06-25,3464.000000,3464.820068,3394.179932,3401.459961,3401.459961,3941000
2021-06-28,3416.000000,3448.000000,3413.510010,3443.889893,3443.889893,2242800
2021-06-29,3438.820068,3456.030029,3423.030029,3448.139893,3448.139893,2098400
